Index,TargetID,ProbeID_A,ProbeID_B
5180,cg05146205,1400270,6180300
5181,cg05146762,3840438,3840255
5182,cg05149586,60494,4570075
5183,cg05150177,1500296,3870228
5184,cg05152459,630091,2630397
5185,cg05154390,7610747,3390142
5186,cg05155595,4260424,7610685
5187,cg05156613,6560048,4810632
5188,cg05157725,3990471,3170438
5189,cg05158538,4760026,1300026
5190,cg05158615,1990474,3310170
5191,cg05159188,460392,6650392
5192,cg05159732,6590370,5860136
5193,cg05160935,2970280,6020280
5194,cg05161795,7550608,1230519
5195,cg05163057,450600,4890504
5196,cg05163071,1570722,3840609
5197,cg05163206,6650754,2750754
5198,cg05163348,2190687,3930687
5199,cg05163588,5050286,6250291
5200,cg05164185,940504,4850348
5201,cg05164634,1230605,3190040
5202,cg05165580,7610398,3390747
5203,cg05168404,5900386,5900608
5204,cg05170326,6400471,5390438
5205,cg05171367,3420497,5130747
5206,cg05173789,5890193,6400097
5207,cg05174079,6650403,2750403
5208,cg05179880,1940022,780451
5209,cg05180295,7510373,7040431
5210,cg05181279,4900056,3120014
5211,cg05181565,5490088,5490181
5212,cg05184394,7510278,6620484
5213,cg05185584,4640474,5870072
5214,cg05186188,360392,4040392
5215,cg05187322,2470400,10181
5216,cg05189291,1070671,2320458
5217,cg05190718,1450224,6330138
5218,cg05191071,1110551,2600630
5219,cg05191792,1770692,5260497
5220,cg05193832,670553,4050484
5221,cg05194726,2650646,4120112
5222,cg05197908,290438,4250156
5223,cg05200311,6520592,1470762
5224,cg05200606,840022,4260022
5225,cg05200628,7560053,1450307
5226,cg05203877,1820639,3420403
5227,cg05205664,7380452,6480368
5228,cg05206587,7560259,1450427
5229,cg05206661,4150632,1940187
5230,cg05208153,7160047,4670370
5231,cg05208878,4200519,1820035
5232,cg05209463,6480315,7050670
5233,cg05209917,4210292,6650445
5234,cg05210526,3140086,2450356
5235,cg05213296,4540709,4540343
5236,cg05215575,6100376,6100446
5237,cg05216141,6520020,1340414
5238,cg05217755,5310592,6040184
5239,cg05218490,7000292,4860475
5240,cg05219900,7560424,1450615
5241,cg05221167,360017,4040630
5242,cg05221264,2630148,20102
5243,cg05222924,4850719,1980040
5244,cg05225390,3190026,270368
5245,cg05225996,3390097,3850367
5246,cg05226008,1820170,3420474
5247,cg05227963,4010594,2510673
5248,cg05228408,2810750,1440431
5249,cg05229898,6270685,3290592
5250,cg05232067,1770739,650746
5251,cg05232889,4730500,3830095
5252,cg05236037,5720152,10202
5253,cg05236474,450259,450100
5254,cg05237543,7210187,6840528
5255,cg05238794,50626,4730008
5256,cg05241571,3140403,2450524
5257,cg05242523,5260161,6860594
5258,cg05242945,270546,1780440
5259,cg05243804,1980465,1050259
5260,cg05243815,6760519,6760035
5261,cg05243874,3840064,110148
5262,cg05243909,2570431,5550431
5263,cg05244766,670554,4050228
5264,cg05245515,6840750,1510431
5265,cg05245861,4010538,2510102
5266,cg05246522,240255,2120332
5267,cg05248470,7320161,1240673
5268,cg05248781,4490450,6420440
5269,cg05249393,4920138,5890463
5270,cg05250458,2230243,5360243
5271,cg05250673,5570246,2060156
5272,cg05251000,6040132,3060204
5273,cg05252264,5960162,1010553
5274,cg05253159,730605,5820605
5275,cg05253327,1580670,1580132
5276,cg05254049,4610435,1110086
5277,cg05254747,1400196,6180196
5278,cg05256043,7150446,7150338
5279,cg05257479,3390468,3850554
5280,cg05257610,7000392,4860592
5281,cg05259765,3170309,630148
5282,cg05260966,5310709,2750445
5283,cg05261289,1510598,3400292
5284,cg05261299,2570452,5550452
5285,cg05261824,7510543,7040079
5286,cg05262335,630300,2630382
5287,cg05263682,1050324,4900008
5288,cg05266460,4480215,6250025
5289,cg05266781,6660010,5670010
5290,cg05270634,2230608,5360386
5291,cg05275231,240682,2120725
5292,cg05275605,7380706,6480136
5293,cg05275752,2450452,2370026
5294,cg05276137,6400465,5390100
5295,cg05279707,2650445,4120615
5296,cg05279864,3190164,270551
5297,cg05280555,2060025,6560670
5298,cg05284582,3400553,6960431
5299,cg05284724,6980255,4280739
5300,cg05286874,730113,5820278
5301,cg05287690,7330593,4780563
5302,cg05288569,1240053,1780309
5303,cg05288803,6220537,1990347
5304,cg05289701,5560086,3360632
5305,cg05290904,6020703,1740377
5306,cg05291178,6280347,840349
5307,cg05292376,870497,3440497
5308,cg05293216,1850220,5570577
5309,cg05293407,3420390,5130646
5310,cg05294095,540528,5090187
5311,cg05294243,3420441,5130075
5312,cg05294455,5890189,6400524
5313,cg05300132,3850192,4230541
5314,cg05301102,3990280,3170477
5315,cg05301852,1940615,780687
5316,cg05303448,4780132,1580692
5317,cg05306006,2710603,6770692
5318,cg05306176,6420753,5420731
5319,cg05306735,2760056,2760369
5320,cg05307923,4570653,3990243
5321,cg05308484,5870722,5960458
5322,cg05308617,4490114,7330497
5323,cg05310071,6330402,6330424
5324,cg05311623,2690538,1070538
5325,cg05313261,7160021,6400458
5326,cg05316065,2060341,2060020
5327,cg05318777,4070646,6900112
5328,cg05321960,4730382,3830674
5329,cg05322019,7050152,6130152
5330,cg05322222,6330367,4540193
5331,cg05323436,1770376,650754
5332,cg05325699,3870382,3140674
5333,cg05327750,2190048,3930544
5334,cg05330360,5550411,510280
5335,cg05331214,1260332,2600634
5336,cg05333568,580309,580538
5337,cg05334239,5720463,6040632
5338,cg05334253,6960487,5050259
5339,cg05335315,6940438,7200471
5340,cg05337441,4810148,5720193
5341,cg05337966,6020408,1740014
5342,cg05338155,3850128,2710128
5343,cg05338167,1820092,3420059
5344,cg05339305,6370332,6370634
5345,cg05339472,4490139,4490661
5346,cg05341115,4010398,2510040
5347,cg05341670,2470133,10681
5348,cg05341878,7650307,6560184
5349,cg05342835,2940639,3940064
5350,cg05343453,3180392,2510746
5351,cg05345286,4880324,4880008
5352,cg05346140,4260349,3460181
5353,cg05346899,1030181,1690390
5354,cg05347567,4760458,1300458
5355,cg05348123,1240040,1240605
5356,cg05348272,6280204,2470397
5357,cg05348870,1710538,6960070
5358,cg05350879,6040541,3060168
5359,cg05352541,160341,160020
5360,cg05352668,6130240,3370209
5361,cg05354432,1230390,2030398
5362,cg05357320,4480424,3360392
5363,cg05358291,2600619,1690661
5364,cg05358404,4900369,3120707
5365,cg05360220,7610669,2470411
5366,cg05360265,5080347,7000575
5367,cg05361373,580072,5310474
5368,cg05361811,6020202,1740482
5369,cg05362516,150747,6450328
5370,cg05362669,5360296,1660154
5371,cg05364569,7050072,6130079
5372,cg05365525,5810288,2260162
5373,cg05365670,6520402,5900523
5374,cg05365729,840195,4260500
5375,cg05366401,770735,1190066
5376,cg05367858,6900020,2640681
5377,cg05368089,5260343,6860220
5378,cg05368341,4120086,6290689
5379,cg05368762,6380193,6060097
5380,cg05368942,1240075,1780349
5381,cg05369142,1400392,6180156
5382,cg05369166,610768,5390196
5383,cg05372736,2900292,730609
5384,cg05373276,7200458,2900092
5385,cg05373457,7040243,6620364
5386,cg05373692,5560176,4920543
5387,cg05375800,1500639,3870189
5388,cg05376895,2680315,6940195
5389,cg05376954,5080168,630035
5390,cg05379350,5900554,6040379
5391,cg05380570,1990370,3310520
5392,cg05380910,7320524,1240221
5393,cg05380982,160600,3800291
5394,cg05382123,3870451,3140022
5395,cg05382565,3180743,380154
5396,cg05382730,7510687,7040477
5397,cg05384917,3800465,2350170
5398,cg05385377,5220743,6370296
5399,cg05386606,5900450,5900372
5400,cg05388361,3140438,2450255
5401,cg05389024,6580255,2650682
5402,cg05389183,2100278,2940484
5403,cg05389335,6550300,6220270
5404,cg05390437,6380133,6060681
5405,cg05392265,2970070,6020070
5406,cg05393484,2340286,4250601
5407,cg05394497,4250161,7160594
5408,cg05395196,1170424,240180
5409,cg05395995,6330044,4540746
5410,cg05396987,160070,2510059
5411,cg05397738,430551,430164
5412,cg05399360,1850661,4040438
5413,cg05399553,6220020,1990689
5414,cg05399697,940561,4850563
5415,cg05399707,1410632,6110451
5416,cg05401645,6590463,5560519
5417,cg05402265,2060519,6560397
5418,cg05403071,5560747,4920692
5419,cg05404787,3990731,3170519
5420,cg05406101,2900736,2750471
5421,cg05409038,5220427,5220682
5422,cg05409601,4850730,3170743
5423,cg05411032,4780594,1580673
5424,cg05412136,3990037,3170056
5425,cg05412531,5050402,2030392
5426,cg05413282,1850047,5270520
5427,cg05414225,610148,240348
5428,cg05414338,2100343,2940544
5429,cg05417615,2260661,2260523
5430,cg05417950,5220170,6370474
5431,cg05417985,110102,110348
5432,cg05418129,5340121,940706
5433,cg05418487,2320240,2320209
5434,cg05419984,6420674,5420674
5435,cg05420896,2480450,2970725
5436,cg05421555,2360445,7550451
5437,cg05421673,150341,6450020
5438,cg05421688,5420093,460731
5439,cg05421946,4880735,3460767
5440,cg05422352,3940343,3450544
5441,cg05423257,4260082,7610301
5442,cg05428978,7550193,1230608
5443,cg05429895,2480669,2970669
5444,cg05432118,2450725,2370450
5445,cg05433460,3780441,1850433
5446,cg05434957,5670181,3140484
5447,cg05435853,1980445,1050445
5448,cg05436231,6520711,1170092
5449,cg05436658,1070754,2320446
5450,cg05437059,2750270,5890424
5451,cg05439318,1260326,2600239
5452,cg05439368,840100,4260465
5453,cg05440218,2490398,3060341
5454,cg05440289,3800048,3800114
5455,cg05441133,6590673,5860689
5456,cg05442902,2810681,2060133
5457,cg05443740,4150445,1940152
5458,cg05444024,4390497,1070204
5459,cg05445326,1980458,1050711
5460,cg05446471,1990152,3310687
5461,cg05449414,1510008,5820192
5462,cg05449607,6370139,1570523
5463,cg05450995,2070743,1500154
5464,cg05451974,6560209,3130202
5465,cg05454446,2810685,1440020
5466,cg05457411,580463,5310138
5467,cg05459203,4670678,2070605
5468,cg05461276,4210762,2230133
5469,cg05461841,2190647,3930746
5470,cg05462826,1010021,6280678
5471,cg05463705,6620743,7210296
5472,cg05465755,6270427,3290682
5473,cg05467106,1770008,650601
5474,cg05467167,6980367,270646
5475,cg05467458,4120458,6290092
5476,cg05467918,1980288,1050204
5477,cg05468303,3450224,4490224
5478,cg05469695,4850736,1980523
5479,cg05471297,780646,5340390
5480,cg05471521,1110544,4010114
5481,cg05471775,1580577,1770142
5482,cg05472874,1190731,1710386
5483,cg05473175,3370437,1410307
5484,cg05473677,6380682,6060725
5485,cg05473871,1500189,6220154
5486,cg05475028,1430709,3990026
5487,cg05475277,3190189,270403
5488,cg05475904,3130209,6520202
5489,cg05477024,2810390,5820328
5490,cg05477027,1570121,3840142
5491,cg05480532,4040204,4640095
5492,cg05482722,1240608,1780753
5493,cg05483509,2510008,2230475
5494,cg05484458,6650209,2750209
5495,cg05484920,1230722,3190671
5496,cg05485060,6290577,7100136
5497,cg05485062,4260634,7610427
5498,cg05486551,5570022,290451
5499,cg05488632,2760168,4230463
5500,cg05492113,7400241,5080468
5501,cg05492270,1190292,1190609
5502,cg05492503,5360403,1660189
5503,cg05492605,2480379,2970156
5504,cg05492845,6580564,2650537
5505,cg05494069,5340630,940017
5506,cg05494459,540474,5090170
5507,cg05497107,240139,2120661
5508,cg05497616,7330215,4780278
5509,cg05498681,2850020,6760435
5510,cg05499853,7000669,4860112
5511,cg05500015,7380484,6480639
5512,cg05500074,150634,6450427
5513,cg05501276,1690646,520546
5514,cg05501357,4590224,4570047
5515,cg05501584,3370682,1410725
5516,cg05501658,6940280,3850603
5517,cg05501682,3120689,4890356
5518,cg05501721,1850215,2490736
5519,cg05503412,6020307,1740139
5520,cg05507459,7400615,5080687
5521,cg05507894,4280301,3520402
5522,cg05508048,5820392,4150156
5523,cg05508067,870156,3440156
5524,cg05508084,2710398,6350286
5525,cg05508558,5860075,5860433
5526,cg05510041,4900403,3120189
5527,cg05511517,1410014,670707
5528,cg05511685,460196,6650196
5529,cg05511752,1450075,6330441
5530,cg05512099,4230470,3290370
5531,cg05512756,4280386,840546
5532,cg05516537,1170528,1170221
5533,cg05516832,1660451,450687
5534,cg05517572,1010500,6280315
5535,cg05517711,7400524,5080593
5536,cg05518543,4290474,60079
5537,cg05520656,360408,4040041
5538,cg05521696,1010474,6280072
5539,cg05522288,3360291,5220246
5540,cg05522383,1300537,4810452
5541,cg05523047,2900288,730162
5542,cg05523085,940661,4850603
5543,cg05523254,4390747,770692
5544,cg05526376,990048,6660114
5545,cg05528918,1580044,1580180
5546,cg05529097,2030181,2490088
5547,cg05531055,2000129,3610082
5548,cg05532892,430731,430519
5549,cg05535113,2650373,6650546
5550,cg05538387,3390196,3850609
5551,cg05538432,4730136,3830706
5552,cg05546038,5720020,2060743
5553,cg05546044,160022,3800451
5554,cg05546383,1400048,6180048
5555,cg05547500,510630,7510630
5556,cg05547993,730446,5820338
5557,cg05552534,1470437,1260669
5558,cg05554718,7330541,4780168
5559,cg05554936,6980703,4280019
5560,cg05556020,5390181,6200181
5561,cg05556202,6380725,6060450
5562,cg05556210,2350315,4210195
5563,cg05556717,6660768,5670768
5564,cg05558390,1820220,3420544
5565,cg05559445,1740068,4760068
5566,cg05562327,5310497,6040747
5567,cg05562817,2750397,3710162
5568,cg05564251,2260333,1030717
5569,cg05564266,7330242,4780541
5570,cg05564657,4640707,4760678
5571,cg05565537,70743,6580048
5572,cg05566397,2850626,6760601
5573,cg05566965,460743,6650743
5574,cg05568762,3440021,4480678
5575,cg05569220,4280474,3520072
5576,cg05570980,990561,6660215
5577,cg05573563,1440369,580707
5578,cg05575043,6380255,6060332
5579,cg05576974,2630167,7610112
5580,cg05577173,6380092,6060059
5581,cg05585544,2190008,3930324
5582,cg05587158,3450110,4490110
5583,cg05587474,10184,2680379
5584,cg05587736,6980692,4280497
5585,cg05588972,5270575,830201
5586,cg05589246,1710164,6960632
5587,cg05590257,6550270,6220041
5588,cg05590294,1240441,1780433
5589,cg05590567,4200703,1820703
5590,cg05590982,580431,1440592
5591,cg05592398,7380228,6480154
5592,cg05592434,990519,6660035
5593,cg05592527,4920386,5890093
5594,cg05593300,6100553,4060674
5595,cg05593325,6020523,1740468
5596,cg05593479,4780224,1580750
5597,cg05593780,3520035,2710139
5598,cg05594230,7510546,7040468
5599,cg05595345,3610040,2570605
5600,cg05596294,580392,5310719
5601,cg05596756,6040343,20228
5602,cg05598246,1190497,2120746
5603,cg05600174,7510259,7040600
5604,cg05600717,3520747,3890328
5605,cg05602212,4730681,3830133
5606,cg05602615,1190626,1190601
5607,cg05603623,3890424,50685
5608,cg05604720,2340326,4250176
5609,cg05606799,5910670,4220132
5610,cg05607127,2510743,2230154
5611,cg05607401,5870326,5960131
5612,cg05607472,7560202,7560482
5613,cg05608188,50414,4730253
5614,cg05610148,7100519,2190093
5615,cg05610379,4780520,1580047
5616,cg05612904,4610240,4610209
5617,cg05615150,5310156,1980730
5618,cg05615487,5560224,5560750
5619,cg05619712,2320762,70484
5620,cg05621401,4040551,4070164
5621,cg05621759,7000056,4860270
5622,cg05624196,3120243,4250435
5623,cg05624932,7510300,7040707
5624,cg05626013,6110193,4560097
5625,cg05627103,6520750,1170431
5626,cg05628549,2480079,2970072
5627,cg05633152,6130634,3370427
5628,cg05636175,5900364,1430451
5629,cg05637351,5130767,2000360
5630,cg05637892,2450349,2370022
5631,cg05641882,3180184,380379
5632,cg05641961,1010743,6280296
5633,cg05642698,2900612,730577
5634,cg05646865,50465,4730170
5635,cg05647526,2680592,6940184
5636,cg05647859,2850075,6760075
5637,cg05649009,4860224,6270750
5638,cg05650171,360594,4040131
5639,cg05650565,6400386,5390608
5640,cg05650764,1430653,2100273
5641,cg05654163,7200201,2900326
5642,cg05654164,940594,4850673
5643,cg05655041,3310369,540014
5644,cg05655556,6250162,5570553
5645,cg05656180,7330196,4780373
5646,cg05656364,6580348,2650025
5647,cg05657090,1570678,3840678
5648,cg05657520,2360181,7550088
5649,cg05658858,1990440,3310274
5650,cg05659526,3990064,3170639
5651,cg05659947,940338,4850338
5652,cg05660795,240341,2120681
5653,cg05661333,7210497,6840747
5654,cg05661838,2640037,6110041
5655,cg05662500,3440390,4480646
5656,cg05663262,2510706,4210575
5657,cg05664072,2320553,70674
5658,cg05666713,4220133,870086
5659,cg05668720,2320382,3180471
5660,cg05668853,7400411,10241
5661,cg05669100,3310082,540424
5662,cg05669210,2810376,1440754
5663,cg05669980,10592,2680156
5664,cg05670275,2680300,6940041
5665,cg05670348,870348,3440348
5666,cg05670408,4640189,5870524
5667,cg05670596,6380609,6060671
5668,cg05671018,6580438,2650427
5669,cg05671350,1430241,60356
5670,cg05672265,3710167,5810167
5671,cg05673087,4610278,5570706
5672,cg05674036,2570129,5550129
5673,cg05674199,2340672,4610386
5674,cg05674444,2900239,5390735
5675,cg05674944,520719,4830092
5676,cg05675373,2810370,2810021
5677,cg05676042,6450382,1400037
5678,cg05677402,3710603,3710139
5679,cg05678175,2340296,1710048
5680,cg05678938,2640095,6110327
5681,cg05679521,6550431,6220709
5682,cg05679613,1780093,610731
5683,cg05680424,130291,4880095
5684,cg05681757,870273,5130162
5685,cg05684015,5270296,830228
5686,cg05684195,5420148,460367
5687,cg05684891,3850685,2710592
5688,cg05688084,4280719,3520398
5689,cg05689121,3780240,1850209
5690,cg05695927,6980520,4280047
5691,cg05696092,70300,380725
5692,cg05697231,6520408,1170707
5693,cg05697249,6380736,6060307
5694,cg05697976,4120181,6290703
5695,cg05698069,4900349,3120445
5696,cg05698090,4560035,1470035
5697,cg05699592,1710017,6960706
5698,cg05699806,1050110,5050142
5699,cg05700681,2640703,6110181
5700,cg05701114,6270554,3290441
5701,cg05702633,4040400,4070377
5702,cg05702737,730131,6200372
5703,cg05702774,940730,4850358
5704,cg05702952,6960215,5050278
5705,cg05705366,160255,3800332
5706,cg05705583,2030747,3060750
5707,cg05706061,7040678,6620563
5708,cg05709923,4890102,6980148
5709,cg05711886,2850431,3060379
5710,cg05714219,4260338,7610064
5711,cg05714479,7200504,2900025
5712,cg05714729,6450601,1400192
5713,cg05715287,4900368,3120364
5714,cg05715649,6960482,5050487
5715,cg05717160,430674,160553
5716,cg05718253,3060292,2850671
5717,cg05718625,2650465,2650100
5718,cg05719902,2710075,6350433
5719,cg05720937,4890224,6980343
5720,cg05721199,580674,5310553
5721,cg05722552,1170255,2810438
5722,cg05722906,3440605,6180056
5723,cg05722918,1710286,4390682
5724,cg05723825,940524,4850189
5725,cg05724065,1030326,1690131
5726,cg05725452,3930553,4590674
5727,cg05726109,7000180,4860136
5728,cg05727959,1500204,3870091
5729,cg05728656,840112,3450102
5730,cg05729093,2230053,1450220
5731,cg05730092,5890047,6400370
5732,cg05731779,3180647,380471
5733,cg05732130,6840504,1510148
5734,cg05732530,5260110,6860010
5735,cg05739825,1500735,2100523
5736,cg05740244,50398,4730040
5737,cg05741384,1660025,450097
5738,cg05742308,1400201,6180201
5739,cg05743054,4200577,1820128
5740,cg05744229,5420128,460142
5741,cg05745457,3170167,6560082
5742,cg05745851,6980671,4280598
5743,cg05747424,5340097,940386
5744,cg05749161,7610315,3390674
5745,cg05749577,4120040,6290735
5746,cg05749792,6130296,3370228
5747,cg05750321,2760156,5890113
5748,cg05751148,4810064,5720189
5749,cg05751159,6960040,630601
5750,cg05751979,5570035,290551
5751,cg05754589,7330121,7330017
5752,cg05754631,7400121,5080017
5753,cg05755354,4490201,6420239
5754,cg05755779,380717,5260717
5755,cg05755837,3870762,3140278
5756,cg05759269,3890091,50553
5757,cg05761032,3170131,630594
5758,cg05761971,3710278,5810278
5759,cg05764061,1230019,2370672
5760,cg05764376,1990020,3310156
5761,cg05764607,6940209,7200240
5762,cg05766425,7000025,4860309
5763,cg05766474,6020195,1740132
5764,cg05767404,3390546,5050497
5765,cg05768141,3990296,3170228
5766,cg05769161,6380309,4780367
5767,cg05769169,5220168,6370053
5768,cg05772663,4610452,1110537
5769,cg05773628,1770411,650411
5770,cg05774801,4040026,4070347
5771,cg05776763,4570164,3990341
5772,cg05777319,1340687,990445
5773,cg05778847,3870528,3140187
5774,cg05779068,6590278,4230242
5775,cg05779272,2070440,1500240
5776,cg05780311,3390291,3850465
5777,cg05780616,7150181,7380703
5778,cg05781767,2640019,3190196
5779,cg05782292,4060767,7570722
5780,cg05782445,1740575,4760575
5781,cg05782975,7160280,4670477
5782,cg05786601,5720142,2060646
5783,cg05786809,5670021,7400678
5784,cg05788437,6900411,2640575
5785,cg05788526,580414,580253
5786,cg05788638,3850369,3850408
5787,cg05790038,4860750,6270431
5788,cg05790999,7150079,7380600
5789,cg05793077,540541,5090138
5790,cg05795157,3190470,270128
5791,cg05795313,2710711,6350458
5792,cg05797656,1940349,780494
5793,cg05798712,4900497,3120747
5794,cg05798972,5090612,5090609
5795,cg05799317,2370767,6550521
5796,cg05800321,10162,2680382
5797,cg05801573,1850753,5270093
5798,cg05801648,130309,4880053
5799,cg05806233,5860398,130278
5800,cg05807444,7550026,1230364
5801,cg05807768,2070707,1500088
5802,cg05807991,2940468,3940364
5803,cg05810550,70692,6580497
5804,cg05812599,6200327,4390327
5805,cg05813084,520600,4830072
5806,cg05813234,6060632,2360129
5807,cg05815893,4780209,290386
5808,cg05815906,4610274,4610440
5809,cg05817232,5820653,2030040
5810,cg05819268,4480333,3360010
5811,cg05820087,4590491,4590288
5812,cg05822100,2230437,5360437
5813,cg05822532,2970730,6020730
5814,cg05823029,670546,4050592
5815,cg05824215,6290148,7100193
5816,cg05824432,4760546,1300546
5817,cg05824484,1010450,6280372
5818,cg05824762,1010196,6280092
5819,cg05825950,4280379,3520341
5820,cg05826823,6330064,4540189
5821,cg05828624,4290296,60228
5822,cg05829479,5560600,4920246
5823,cg05830416,2350685,2350592
5824,cg05832051,2350463,4210138
5825,cg05832487,940709,4850431
5826,cg05835416,110224,6100750
5827,cg05836145,6220400,650762
5828,cg05837075,70220,6580709
5829,cg05839235,5860594,130661
5830,cg05840031,4890270,6980707
5831,cg05840553,6200377,4390377
5832,cg05843340,6180110,5570328
5833,cg05843800,2490630,3850736
5834,cg05844583,5490692,4810328
5835,cg05845178,360398,4040059
5836,cg05845357,70189,6580403
5837,cg05845503,4290398,3140497
5838,cg05846716,3140041,2450037
5839,cg05847038,150142,6450630
5840,cg05847778,3120647,4890471
5841,cg05851042,6280326,2470239
5842,cg05851163,3800184,3800392
5843,cg05852416,70367,6580025
5844,cg05855071,1500037,3870408
5845,cg05856884,6290075,7100349
5846,cg05856931,3940189,3450593
5847,cg05857825,2000634,3610682
5848,cg05859264,1690746,520739
5849,cg05859842,1240427,1780725
5850,cg05860890,360309,4040538
5851,cg05861567,1570072,3840079
5852,cg05861661,4670059,4200719
5853,cg05862431,5080189,7000289
5854,cg05863612,2510139,2230523
5855,cg05868316,60544,2070725
5856,cg05868799,3440035,4480551
5857,cg05869585,290278,6590484
5858,cg05869964,2030189,2490639
5859,cg05871136,2650181,4120703
5860,cg05871607,3610025,2570414
5861,cg05872485,430156,160110
5862,cg05873268,6480341,7050053
5863,cg05874450,2900703,730390
5864,cg05874478,1500482,4570048
5865,cg05876083,650703,2760377
5866,cg05876094,2810008,1440192
5867,cg05876918,4780082,1580301
5868,cg05877109,4850112,6350187
5869,cg05879334,2710307,2450747
5870,cg05879919,1450072,6330072
5871,cg05881135,7040008,6620626
5872,cg05881762,2850201,6760201
5873,cg05882522,3170411,630201
5874,cg05882691,5570136,290044
5875,cg05885123,2710615,6350687
5876,cg05885720,3120092,4890059
5877,cg05886367,3610441,2570433
5878,cg05886626,780068,5340068
5879,cg05887405,5820630,4150121
5880,cg05889321,1500768,3870739
5881,cg05890019,2360086,7550133
5882,cg05890484,5130731,2000519
5883,cg05890578,1190427,6350736
5884,cg05894797,2940681,3940133
5885,cg05895453,3800131,2350594
5886,cg05896682,4730189,3990114
5887,cg05897048,4540324,4540008
5888,cg05898102,6370372,6370274
5889,cg05898356,5960242,1010138
5890,cg05898524,6270382,3290300
5891,cg05899618,5050553,2030382
5892,cg05902852,6960170,5260647
5893,cg05903609,7550619,1230181
5894,cg05903630,2350241,4210468
5895,cg05905876,1990364,3310347
5896,cg05906362,7560551,7560164
5897,cg05908775,1580088,1770181
5898,cg05909475,6840390,1510646
5899,cg05910970,1770131,650131
5900,cg05911610,3310338,540403
5901,cg05912121,2360240,7550450
5902,cg05915281,6560601,3130324
5903,cg05916196,1170017,2810121
5904,cg05916783,540332,5090332
5905,cg05917963,3370088,1410400
5906,cg05919661,2970079,6020600
5907,cg05920090,110707,6100768
5908,cg05920720,510563,7510593
5909,cg05921207,6290095,4040280
5910,cg05921324,6130128,3370470
5911,cg05921581,6180315,6180706
5912,cg05921699,5310324,6040008
5913,cg05922057,1300048,4810114
5914,cg05922591,5810386,2260753
5915,cg05922972,1010253,6280193
5916,cg05923056,6770497,5560497
5917,cg05923103,290333,6590358
5918,cg05924191,6900612,2640128
5919,cg05924583,7650736,2490040
5920,cg05927017,5050059,2030719
5921,cg05927159,1570411,3840364
5922,cg05932408,1410465,670170
5923,cg05932936,780035,5340035
5924,cg05934874,6420592,5420184
5925,cg05935584,2940440,2940240
5926,cg05936800,3940176,3450259
5927,cg05937182,3130301,360403
5928,cg05937237,6280750,2470431
5929,cg05937453,4850228,1980521
5930,cg05938285,6980056,4280674
5931,cg05938725,6770612,5560612
5932,cg05940463,20176,110201
5933,cg05940536,6130131,3370653
5934,cg05941634,10451,10445
5935,cg05942574,870075,3440433
5936,cg05942970,2570379,5550379
5937,cg05944800,5570484,290520
5938,cg05945622,2850524,6760189
5939,cg05946081,5340450,940274
5940,cg05947740,4260435,7610689
5941,cg05948654,6060093,2360519
5942,cg05949173,990661,6660241
5943,cg05949660,1110438,1110255
5944,cg05950276,4120133,6290086
5945,cg05951646,1580189,1770221
5946,cg05951993,7650286,1430270
5947,cg05953243,7380450,6480372
5948,cg05953394,830341,5910133
5949,cg05955224,2900520,730520
5950,cg05955301,5560358,4920010
5951,cg05957518,2320408,70019
5952,cg05958352,290369,6590019
5953,cg05958582,2100424,1230369
5954,cg05958659,630392,630156
5955,cg05959392,7560470,1450630
5956,cg05959508,3990736,3170307
5957,cg05960024,6520593,6520221
5958,cg05960806,1110021,4010242
5959,cg05961212,4780184,1580392
5960,cg05961595,4810474,5720072
5961,cg05961827,3060630,2850017
5962,cg05964373,7100220,2190224
5963,cg05965188,1410754,670010
5964,cg05965402,6480121,7050017
5965,cg05968233,1690128,520142
5966,cg05969697,2760154,4230296
5967,cg05970437,2350328,4210692
5968,cg05970790,5340326,5340131
5969,cg05973262,3830278,6760133
5970,cg05976074,1260110,2600010
5971,cg05976325,4200133,1820681
5972,cg05978187,7650546,7650437
5973,cg05982504,7100347,2190368
5974,cg05983247,4830528,4640129
5975,cg05985767,6220162,1990300
5976,cg05986149,2710296,6350228
5977,cg05988645,4920209,5890482
5978,cg05989054,2810433,1440433
5979,cg05989429,5900653,1430564
5980,cg05990214,3450301,4490301
5981,cg05992340,150408,6450019
5982,cg05995267,4780673,1580717
5983,cg05996042,1190670,1710315
5984,cg05996238,2060746,2060768
5985,cg05997860,4060110,4480563
5986,cg05998244,4920553,5890382
5987,cg05998426,6550195,6220670
5988,cg05998983,830347,5910411
5989,cg06000781,4560403,1050452
5990,cg06001166,6940082,7200129
5991,cg06003187,3830477,360243
5992,cg06005396,6100064,6100639
5993,cg06005644,4280020,3520133
5994,cg06006444,1440711,580458
5995,cg06007645,7040242,6620561
5996,cg06011292,6420356,5420373
5997,cg06015218,4560619,1470619
5998,cg06018072,4490671,6420458
5999,cg06020352,1240215,1780278
6000,cg06021171,3060612,2850128
6001,cg06022562,6110497,4560747
6002,cg06023257,20431,6480600
6003,cg06025017,990523,6660468
6004,cg06026755,3940093,3450731
6005,cg06027949,7210603,6840139
6006,cg06029655,3870605,3140735
6007,cg06030619,5050452,2030347
6008,cg06034822,6060414,2360097
6009,cg06037693,1940044,780044
6010,cg06038049,5550685,510184
6011,cg06038133,2810482,1440176
6012,cg06039392,290358,6590010
6013,cg06039624,4590040,4780465
